Index;Date;Time;Temperature(°C);Cardio(BPM);Saturation(%SpO2);Audio(%max);Rotation(rad/s);Acceleration(m/s2)
349;07/03/2023;13:34:57;29.22;0.00;0;99.00;0.06;10.11
350;07/03/2023;13:34:59;29.22;0.00;0;99.00;0.07;10.07
351;07/03/2023;13:35:01;29.20;0.00;0;99.00;0.06;10.05
352;07/03/2023;13:35:03;29.21;0.00;0;99.00;0.07;10.09
353;07/03/2023;13:35:05;29.21;0.00;0;99.00;0.07;10.09
354;07/03/2023;13:35:07;29.20;0.00;0;99.00;0.06;10.05
355;07/03/2023;13:35:09;29.22;0.00;0;99.00;0.07;10.08
356;07/03/2023;13:35:11;29.22;0.00;0;99.00;0.07;10.06
357;07/03/2023;13:35:13;29.20;0.00;0;99.00;0.06;10.06
358;07/03/2023;13:35:15;29.21;0.00;0;99.00;0.07;10.10
359;07/03/2023;13:35:17;29.22;0.00;0;99.00;0.07;10.08
360;07/03/2023;13:35:19;29.22;0.00;0;99.00;0.07;10.07
361;07/03/2023;13:35:21;29.21;0.00;0;99.00;0.07;10.07
362;07/03/2023;13:35:23;29.22;0.00;0;99.00;0.06;10.08
363;07/03/2023;13:35:25;29.21;0.00;0;99.00;0.07;10.07
364;07/03/2023;13:35:27;29.22;0.00;0;99.00;0.06;10.07
365;07/03/2023;13:35:29;29.22;0.00;0;99.00;0.07;10.08
