Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
10078;11/04/2023;03:57:53;47.61;94.84;2.23;0.18;0.00;0.00
10079;11/04/2023;03:57:55;47.25;94.76;2.44;0.10;0.00;0.00
10080;11/04/2023;03:57:57;47.89;94.62;2.29;0.00;0.00;0.00
10081;11/04/2023;03:57:59;48.28;94.41;2.08;0.10;0.00;0.00
10082;11/04/2023;03:58:01;48.55;94.28;1.44;0.10;0.00;0.00
10083;11/04/2023;03:58:03;48.75;94.20;1.58;0.26;0.00;0.00
10084;11/04/2023;03:58:05;48.93;94.16;1.42;0.00;0.00;0.00
10085;11/04/2023;03:58:07;49.14;94.16;1.72;0.00;0.03;0.00
10086;11/04/2023;03:58:09;49.44;94.19;1.49;0.18;0.11;0.00
10087;11/04/2023;03:58:11;49.90;94.25;1.51;0.00;0.55;0.01
10088;11/04/2023;03:58:13;50.66;94.37;1.49;0.26;0.54;0.01
10089;11/04/2023;03:58:15;51.51;94.56;1.47;0.18;0.15;0.00
10090;11/04/2023;03:58:17;52.31;94.66;1.71;0.10;0.08;0.00
10091;11/04/2023;03:58:19;52.88;94.70;1.55;0.00;0.38;0.01
10092;11/04/2023;03:58:21;53.02;94.68;1.54;0.10;0.73;0.02
10093;11/04/2023;03:58:23;52.18;94.59;1.50;0.00;0.56;0.02
10094;11/04/2023;03:58:25;50.93;94.41;1.54;0.00;0.14;0.01
10095;11/04/2023;03:58:27;49.63;94.31;1.75;0.00;0.05;0.00
10096;11/04/2023;03:58:29;48.52;94.28;1.64;0.27;0.07;0.02
10097;11/04/2023;03:58:31;47.99;94.31;1.45;0.00;0.07;0.02
10098;11/04/2023;03:58:33;48.69;94.40;1.63;0.27;0.04;0.01
10099;11/04/2023;03:58:35;51.52;94.58;1.58;0.10;0.01;0.00
10100;11/04/2023;03:58:37;53.39;94.67;1.88;0.10;0.00;0.00
10101;11/04/2023;03:58:39;52.90;94.69;1.58;0.10;0.00;0.00
10102;11/04/2023;03:58:41;51.33;94.66;1.51;0.10;0.12;0.00
10103;11/04/2023;03:58:43;49.59;94.56;1.59;0.10;0.70;0.01
10104;11/04/2023;03:58:45;48.68;94.35;1.49;0.10;0.73;0.01
10105;11/04/2023;03:58:47;48.25;94.23;1.49;0.10;0.88;0.00
10106;11/04/2023;03:58:49;48.15;94.15;1.56;0.00;0.79;0.00
10107;11/04/2023;03:58:51;48.32;94.09;1.56;0.00;0.77;0.00
10108;11/04/2023;03:58:53;48.83;94.06;1.60;0.10;0.06;0.00
10109;11/04/2023;03:58:55;49.65;94.04;1.64;0.00;0.00;0.00
10110;11/04/2023;03:58:57;50.88;94.03;1.98;0.18;0.00;0.00
10111;11/04/2023;03:58:59;52.22;94.02;1.60;0.00;0.00;0.00
10112;11/04/2023;03:59:01;53.39;94.02;1.66;0.10;0.01;0.00
10113;11/04/2023;03:59:03;54.40;94.02;1.87;0.00;0.09;0.00
10114;11/04/2023;03:59:05;55.32;94.03;1.81;0.10;0.50;0.01
10115;11/04/2023;03:59:07;54.87;94.04;1.91;0.00;0.64;0.01
10116;11/04/2023;03:59:09;53.79;94.07;1.80;0.10;0.87;0.03
10117;11/04/2023;03:59:11;52.49;94.10;1.79;0.14;0.83;0.05
10118;11/04/2023;03:59:13;51.34;94.15;1.87;0.34;0.85;0.05
10119;11/04/2023;03:59:15;51.02;94.24;1.80;0.14;0.83;0.03
10120;11/04/2023;03:59:17;51.28;94.39;2.02;0.18;0.78;0.01
10121;11/04/2023;03:59:20;51.66;94.61;1.88;0.05;0.39;0.00
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
10163;11/04/2023;04:00:44;57.27;94.09;0.58;0.10;0.76;0.00
10164;11/04/2023;04:00:46;57.26;94.15;0.64;0.00;0.72;0.00
10165;11/04/2023;04:00:48;57.25;94.23;0.68;0.00;0.73;0.00
10166;11/04/2023;04:00:50;57.22;94.36;0.46;0.07;0.71;0.00
10167;11/04/2023;04:00:52;57.19;94.36;0.49;0.07;0.71;0.01
10168;11/04/2023;04:00:54;56.99;94.21;0.64;0.07;0.72;0.07
10169;11/04/2023;04:00:56;56.68;94.11;0.55;0.00;0.69;0.24
10170;11/04/2023;04:00:58;56.16;94.07;0.78;0.26;0.72;0.23
10171;11/04/2023;04:01:00;55.60;94.05;0.76;0.07;0.68;0.16
10172;11/04/2023;04:01:02;55.05;94.04;0.75;0.00;0.50;0.04
10173;11/04/2023;04:01:04;54.51;94.03;1.08;0.00;0.40;0.01
10174;11/04/2023;04:01:06;53.96;94.02;0.95;0.07;0.62;0.01
10175;11/04/2023;04:01:08;53.40;94.02;0.94;0.00;0.73;0.01
10176;11/04/2023;04:01:10;52.84;94.02;0.82;0.07;0.61;0.04
10177;11/04/2023;04:01:12;52.27;94.03;0.68;0.00;0.50;0.08
10178;11/04/2023;04:01:14;51.73;94.04;1.02;0.26;0.55;0.10
10179;11/04/2023;04:01:16;51.22;94.06;0.93;0.07;0.64;0.10
10180;11/04/2023;04:01:18;50.78;94.10;0.95;0.00;0.71;0.09
10181;11/04/2023;04:01:20;50.48;94.15;0.74;0.07;0.67;0.04
10182;11/04/2023;04:01:22;50.30;94.24;0.72;0.00;0.52;0.03
10183;11/04/2023;04:01:24;50.42;94.38;0.85;0.07;0.40;0.02
10184;11/04/2023;04:01:26;51.05;94.61;1.14;0.00;0.32;0.01
10185;11/04/2023;04:01:28;51.21;94.75;0.73;0.07;0.40;0.02
10186;11/04/2023;04:01:30;49.37;94.85;0.93;0.07;0.52;0.08
10187;11/04/2023;04:01:32;48.33;94.91;0.75;0.00;0.49;0.17
10188;11/04/2023;04:01:34;48.07;94.94;1.06;0.20;0.44;0.13
10189;11/04/2023;04:01:36;48.11;94.96;1.11;0.14;0.40;0.02
10190;11/04/2023;04:01:38;48.08;94.97;0.81;0.14;0.48;0.00
10191;11/04/2023;04:01:40;48.14;94.98;1.01;0.14;0.47;0.00
10192;11/04/2023;04:01:42;48.31;94.99;0.68;0.00;0.44;0.02
10193;11/04/2023;04:01:45;48.70;94.99;0.87;0.14;0.50;0.03
10194;11/04/2023;04:01:47;49.40;95.00;0.95;0.07;0.67;0.03
10195;11/04/2023;04:01:49;50.65;95.00;1.03;0.00;0.84;0.02
10196;11/04/2023;04:01:51;52.96;95.00;0.95;0.17;0.88;0.02
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
10207;11/04/2023;04:02:13;50.92;94.39;0.67;0.07;0.28;0.00
10208;11/04/2023;04:02:15;51.76;94.61;0.75;0.10;0.02;0.00
10209;11/04/2023;04:02:17;51.43;94.74;0.76;0.05;0.01;0.00
10210;11/04/2023;04:02:19;50.61;94.83;0.99;0.05;0.01;0.00
10211;11/04/2023;04:02:21;49.80;94.89;0.62;0.00;0.02;0.00
10212;11/04/2023;04:02:23;49.53;94.92;0.83;0.05;0.06;0.00
10213;11/04/2023;04:02:25;50.39;94.93;0.91;0.00;0.31;0.01
10214;11/04/2023;04:02:27;53.81;94.94;0.84;0.05;0.73;0.06
10215;11/04/2023;04:02:29;58.03;94.93;0.83;0.14;0.86;0.11
10216;11/04/2023;04:02:31;58.12;94.91;0.83;0.00;0.88;0.15
10217;11/04/2023;04:02:33;56.46;94.86;0.85;0.00;0.77;0.11
10218;11/04/2023;04:02:35;54.68;94.77;0.89;0.10;0.46;0.04
10219;11/04/2023;04:02:37;53.48;94.64;0.87;0.10;0.27;0.02
10220;11/04/2023;04:02:39;54.84;94.41;0.71;0.05;0.27;0.03
10221;11/04/2023;04:02:41;57.56;94.27;0.70;0.00;0.41;0.11
10222;11/04/2023;04:02:43;61.86;94.18;0.73;0.14;0.68;0.28
10223;11/04/2023;04:02:45;61.22;94.16;0.74;0.18;0.74;0.34
10224;11/04/2023;04:02:47;58.77;94.44;0.81;0.05;0.63;0.22
10225;11/04/2023;04:02:49;56.31;94.17;0.80;0.00;0.59;0.10
10226;11/04/2023;04:02:51;53.95;94.11;0.68;0.10;0.60;0.05
10227;11/04/2023;04:02:53;51.58;94.08;0.77;0.05;0.59;0.03
10228;11/04/2023;04:02:55;49.24;94.05;0.75;0.10;0.48;0.03
10229;11/04/2023;04:02:57;47.11;94.04;0.82;0.00;0.13;0.01
10230;11/04/2023;04:02:59;45.36;94.03;0.70;0.10;0.02;0.00
10231;11/04/2023;04:03:01;44.29;94.03;1.02;0.10;0.02;0.00
10232;11/04/2023;04:03:03;43.64;94.03;1.07;0.00;0.08;0.00
10233;11/04/2023;04:03:05;43.29;94.04;1.04;0.10;0.30;0.00
10234;11/04/2023;04:03:07;43.17;94.06;1.12;0.05;0.32;0.00
10235;11/04/2023;04:03:09;43.30;94.09;1.16;0.10;0.40;0.01
10236;11/04/2023;04:03:11;43.76;94.14;1.00;0.05;0.38;0.02
10237;11/04/2023;04:03:13;44.92;94.24;1.02;0.00;0.45;0.03
10238;11/04/2023;04:03:15;45.43;94.14;1.08;0.05;0.44;0.02
10239;11/04/2023;04:03:17;45.75;94.09;1.09;0.10;0.19;0.00
10240;11/04/2023;04:03:19;46.09;94.07;1.26;0.10;0.10;0.00
10241;11/04/2023;04:03:21;46.69;94.05;1.09;0.10;0.10;0.00
10242;11/04/2023;04:03:23;47.84;94.04;0.97;0.14;0.10;0.00
10243;11/04/2023;04:03:25;50.06;94.04;0.98;0.10;0.13;0.01
10244;11/04/2023;04:03:27;52.25;94.05;1.18;0.00;0.22;0.02
10245;11/04/2023;04:03:29;52.98;94.07;1.12;0.14;0.41;0.04
10246;11/04/2023;04:03:31;52.86;94.10;1.18;0.05;0.47;0.05
10247;11/04/2023;04:03:33;52.26;94.16;1.03;0.00;0.38;0.02
10248;11/04/2023;04:03:35;51.49;94.25;1.14;0.00;0.24;0.01
10249;11/04/2023;04:03:37;50.62;94.39;1.25;0.10;0.16;0.01
10250;11/04/2023;04:03:39;49.73;94.61;1.04;0.05;0.17;0.01
10251;11/04/2023;04:03:41;49.45;94.75;1.01;0.10;0.31;0.01
10252;11/04/2023;04:03:43;49.51;94.84;1.05;0.00;0.43;0.00
10253;11/04/2023;04:03:45;49.73;94.90;1.17;0.00;0.57;0.00
10254;11/04/2023;04:03:47;50.02;94.93;1.09;0.00;0.62;0.00
10255;11/04/2023;04:03:49;50.29;94.96;1.07;0.00;0.73;0.00
10256;11/04/2023;04:03:51;50.45;94.97;1.14;0.18;0.77;0.00
10257;11/04/2023;04:03:53;50.54;94.98;1.17;0.05;0.71;0.00
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
10267;11/04/2023;04:04:14;53.94;94.07;0.71;0.02;0.28;0.00
10268;11/04/2023;04:04:16;54.52;94.10;0.89;0.05;0.20;0.00
10269;11/04/2023;04:04:18;54.01;94.16;0.97;0.16;0.27;0.01
10270;11/04/2023;04:04:20;53.48;94.24;0.86;0.05;0.27;0.02
10271;11/04/2023;04:04:22;54.22;94.38;0.76;0.07;0.12;0.01
10272;11/04/2023;04:04:24;57.68;94.60;0.69;0.05;0.02;0.00
10273;11/04/2023;04:04:26;60.60;94.73;0.77;0.00;0.01;0.00
10274;11/04/2023;04:04:28;61.89;94.81;1.03;0.10;0.02;0.00
10275;11/04/2023;04:04:30;62.24;94.85;0.94;0.10;0.21;0.00
10276;11/04/2023;04:04:32;62.03;94.87;0.85;0.05;0.75;0.00
10277;11/04/2023;04:04:34;61.49;94.85;0.97;0.18;0.88;0.00
10278;11/04/2023;04:04:36;60.76;94.81;0.92;0.00;0.82;0.00
10279;11/04/2023;04:04:38;59.91;94.73;0.98;0.10;0.46;0.00
10280;11/04/2023;04:04:40;58.95;94.60;0.80;0.00;0.54;0.00
10281;11/04/2023;04:04:42;57.91;94.38;0.88;0.00;0.59;0.00
10282;11/04/2023;04:04:44;56.75;94.25;0.83;0.00;0.36;0.00
10283;11/04/2023;04:04:46;55.43;94.16;0.67;0.00;0.22;0.00
10284;11/04/2023;04:04:48;53.51;94.11;0.81;0.10;0.45;0.00
10285;11/04/2023;04:04:50;51.68;94.08;0.74;0.05;0.47;0.00
10286;11/04/2023;04:04:52;50.68;94.06;0.84;0.10;0.58;0.00
10287;11/04/2023;04:04:54;50.20;94.05;0.93;0.00;0.42;0.00
10288;11/04/2023;04:04:56;50.07;94.06;0.86;0.10;0.25;0.00
10289;11/04/2023;04:04:58;50.28;94.07;1.05;0.05;0.12;0.00
10290;11/04/2023;04:05:00;50.86;94.10;0.93;0.05;0.03;0.00
10291;11/04/2023;04:05:02;51.99;94.15;0.74;0.10;0.00;0.00
10292;11/04/2023;04:05:04;54.00;94.23;1.01;0.07;0.00;0.00
10293;11/04/2023;04:05:06;56.59;94.36;1.10;0.00;0.03;0.00
10294;11/04/2023;04:05:08;60.33;94.37;0.98;0.07;0.45;0.02
10295;11/04/2023;04:05:10;61.23;94.22;1.18;0.00;0.73;0.03
10296;11/04/2023;04:05:12;60.95;94.15;1.18;0.05;0.23;0.01
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
10308;11/04/2023;04:05:36;43.87;94.98;1.03;0.07;0.54;0.00
10309;11/04/2023;04:05:38;45.04;94.97;1.40;0.05;0.51;0.00
10310;11/04/2023;04:05:40;46.52;94.96;1.15;0.00;0.48;0.00
10311;11/04/2023;04:05:42;48.26;94.94;0.95;0.00;0.62;0.00
10312;11/04/2023;04:05:44;48.31;94.90;1.05;0.05;0.68;0.01
10313;11/04/2023;04:05:46;50.38;94.85;1.14;0.05;0.60;0.01
10314;11/04/2023;04:05:48;52.99;94.77;1.30;0.05;0.39;0.01
10315;11/04/2023;04:05:50;54.95;94.64;0.97;0.10;0.29;0.01
10316;11/04/2023;04:05:52;55.38;94.43;0.90;0.14;0.30;0.02
10317;11/04/2023;04:05:54;54.92;94.31;1.20;0.00;0.40;0.01
10318;11/04/2023;04:05:56;54.05;94.26;1.21;0.05;0.42;0.00
10319;11/04/2023;04:05:58;52.97;94.26;1.31;0.11;0.33;0.00
10320;11/04/2023;04:06:00;51.84;94.32;0.95;0.00;0.44;0.00
10321;11/04/2023;04:06:02;50.82;94.43;1.11;0.00;0.69;0.01
10322;11/04/2023;04:06:04;50.31;94.65;1.04;0.05;0.88;0.03
10323;11/04/2023;04:06:06;47.88;94.77;1.06;0.05;0.85;0.03
10324;11/04/2023;04:06:08;47.47;94.85;1.18;0.10;0.72;0.04
10325;11/04/2023;04:06:10;48.21;94.90;0.93;0.14;0.63;0.03
10326;11/04/2023;04:06:12;49.79;94.94;0.99;0.18;0.62;0.03
10327;11/04/2023;04:06:14;51.86;94.95;1.21;0.05;0.65;0.03
10328;11/04/2023;04:06:16;54.25;94.97;1.14;0.00;0.73;0.06
10329;11/04/2023;04:06:18;56.94;94.97;1.00;0.10;0.77;0.04
10330;11/04/2023;04:06:20;60.07;94.96;0.96;0.10;0.73;0.01
10331;11/04/2023;04:06:22;60.32;94.95;1.04;0.05;0.71;0.02
10332;11/04/2023;04:06:24;59.14;94.93;1.18;0.05;0.61;0.04
10333;11/04/2023;04:06:26;57.20;94.90;1.27;0.18;0.58;0.04
10334;11/04/2023;04:06:28;55.18;94.84;1.07;0.10;0.39;0.04
10335;11/04/2023;04:06:30;53.79;94.75;0.89;0.10;0.20;0.01
10336;11/04/2023;04:06:33;53.66;94.61;1.19;0.00;0.15;0.00
10337;11/04/2023;04:06:35;54.01;94.39;1.42;0.10;0.18;0.00
10338;11/04/2023;04:06:37;54.57;94.25;1.24;0.00;0.24;0.00
10339;11/04/2023;04:06:39;55.12;94.16;1.15;0.14;0.29;0.00
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
10353;11/04/2023;04:07:07;46.78;94.01;1.30;0.00;0.01;0.00
10354;11/04/2023;04:07:09;46.75;94.02;1.41;0.09;0.08;0.00
10355;11/04/2023;04:07:11;46.71;94.03;1.21;0.09;0.51;0.01
10356;11/04/2023;04:07:13;46.62;94.04;1.33;0.09;0.74;0.01
10357;11/04/2023;04:07:15;46.62;94.06;1.37;0.04;0.77;0.03
10358;11/04/2023;04:07:17;46.24;94.07;1.38;0.09;0.88;0.32
10359;11/04/2023;04:07:19;45.56;94.07;1.28;0.00;0.72;0.59
10360;11/04/2023;04:07:21;49.64;94.16;1.25;0.16;0.37;0.35
10361;11/04/2023;04:07:23;52.15;94.35;1.30;0.09;0.12;0.10
10362;11/04/2023;04:07:25;53.37;94.61;1.40;0.00;0.01;0.01
10363;11/04/2023;04:07:27;55.80;94.75;1.50;0.09;0.00;0.00
10364;11/04/2023;04:07:29;54.32;94.84;1.28;0.00;0.01;0.01
10365;11/04/2023;04:07:31;51.59;94.90;1.28;0.16;0.01;0.01
10366;11/04/2023;04:07:33;50.02;94.93;1.36;0.16;0.01;0.01
10367;11/04/2023;04:07:35;49.08;94.96;1.50;0.09;0.00;0.00
10368;11/04/2023;04:07:37;48.49;94.97;1.50;0.00;0.00;0.00
10369;11/04/2023;04:07:39;48.11;94.98;1.31;0.09;0.00;0.00
10370;11/04/2023;04:07:41;47.86;94.99;1.22;0.09;0.00;0.00
10371;11/04/2023;04:07:43;47.69;94.99;1.25;0.09;0.03;0.00
10372;11/04/2023;04:07:45;47.56;95.00;1.36;0.09;0.21;0.00
10373;11/04/2023;04:07:47;47.46;95.00;1.43;0.00;0.28;0.01
10374;11/04/2023;04:07:49;47.39;95.00;1.32;0.13;0.39;0.01
10375;11/04/2023;04:07:51;47.32;95.00;1.25;0.16;0.64;0.01
10376;11/04/2023;04:07:53;47.27;95.00;1.50;0.13;0.65;0.00
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
10462;11/04/2023;04:10:46;49.34;94.01;0.83;0.10;0.66;0.00
10463;11/04/2023;04:10:48;54.27;94.02;0.86;0.00;0.60;0.00
10464;11/04/2023;04:10:50;56.46;94.04;0.79;0.02;0.57;0.00
10465;11/04/2023;04:10:52;57.04;94.06;0.85;0.10;0.56;0.00
10466;11/04/2023;04:10:54;56.71;94.09;0.90;0.00;0.54;0.00
10467;11/04/2023;04:10:56;55.84;94.13;0.94;0.05;0.77;0.00
10468;11/04/2023;04:10:58;54.69;94.21;0.95;0.14;0.88;0.00
10469;11/04/2023;04:11:00;53.39;94.32;0.91;0.05;0.70;0.01
10470;11/04/2023;04:11:02;52.09;94.57;0.94;0.00;0.43;0.13
10471;11/04/2023;04:11:04;50.72;94.65;1.05;0.18;0.44;0.15
10472;11/04/2023;04:11:06;48.72;94.63;0.97;0.05;0.55;0.11
10473;11/04/2023;04:11:08;51.10;94.52;1.05;0.05;0.24;0.03
10474;11/04/2023;04:11:10;50.73;94.32;0.97;0.00;0.05;0.01
10475;11/04/2023;04:11:12;49.86;94.21;1.19;0.14;0.03;0.01
10476;11/04/2023;04:11:14;49.07;94.13;1.08;0.22;0.02;0.01
10477;11/04/2023;04:11:16;49.10;94.09;1.10;0.00;0.08;0.00
10478;11/04/2023;04:11:18;50.80;94.06;0.97;0.00;0.66;0.00
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
10494;11/04/2023;04:11:51;50.62;94.06;1.18;0.00;0.38;0.01
10495;11/04/2023;04:11:53;50.25;94.09;0.94;0.18;0.41;0.01
10496;11/04/2023;04:11:55;49.60;94.14;1.09;0.05;0.16;0.00
10497;11/04/2023;04:11:57;48.61;94.23;1.14;0.05;0.06;0.00
10498;11/04/2023;04:11:59;49.35;94.15;1.11;0.07;0.03;0.00
10499;11/04/2023;04:12:01;51.40;94.10;0.93;0.00;0.03;0.00
10500;11/04/2023;04:12:03;54.76;94.08;0.90;0.00;0.09;0.00
10501;11/04/2023;04:12:05;56.92;94.07;0.99;0.05;0.46;0.00
10502;11/04/2023;04:12:07;58.34;94.08;1.03;0.10;0.74;0.00
10503;11/04/2023;04:12:09;59.27;94.10;1.00;0.05;0.83;0.00
10504;11/04/2023;04:12:11;59.80;94.14;0.95;0.00;0.73;0.00
10505;11/04/2023;04:12:13;59.91;94.21;1.00;0.14;0.26;0.00
10506;11/04/2023;04:12:15;59.41;94.33;0.89;0.00;0.07;0.01
10507;11/04/2023;04:12:17;57.96;94.51;1.10;0.14;0.04;0.01
10508;11/04/2023;04:12:19;54.92;94.60;1.09;0.00;0.10;0.01
10509;11/04/2023;04:12:21;51.29;94.59;0.95;0.00;0.12;0.01
10510;11/04/2023;04:12:23;48.06;94.51;0.94;0.10;0.06;0.00
10511;11/04/2023;04:12:25;46.19;94.33;1.10;0.05;0.04;0.00
10512;11/04/2023;04:12:27;45.09;94.21;1.17;0.10;0.09;0.00
10513;11/04/2023;04:12:29;44.46;94.14;1.00;0.05;0.17;0.00
10514;11/04/2023;04:12:31;44.13;94.09;1.04;0.00;0.22;0.00
10515;11/04/2023;04:12:33;44.02;94.06;1.17;0.05;0.23;0.00
10516;11/04/2023;04:12:35;44.13;94.05;1.08;0.05;0.17;0.00
10517;11/04/2023;04:12:37;44.50;94.04;1.14;0.05;0.05;0.00
10518;11/04/2023;04:12:39;45.27;94.04;0.96;0.00;0.01;0.00
10519;11/04/2023;04:12:41;45.97;94.05;0.90;0.14;0.01;0.00
10520;11/04/2023;04:12:43;46.16;94.06;1.12;0.10;0.05;0.00
10521;11/04/2023;04:12:45;46.12;94.10;1.08;0.14;0.25;0.00
10522;11/04/2023;04:12:47;46.08;94.14;1.02;0.05;0.67;0.00
10523;11/04/2023;04:12:49;46.26;94.24;1.00;0.00;0.80;0.01
10524;11/04/2023;04:12:51;46.96;94.14;0.98;0.00;0.73;0.02
10525;11/04/2023;04:12:53;48.80;94.10;1.06;0.05;0.78;0.01
10526;11/04/2023;04:12:55;51.00;94.07;1.07;0.10;0.88;0.00
10527;11/04/2023;04:12:57;53.12;94.06;1.05;0.05;0.26;0.00
10528;11/04/2023;04:12:59;54.70;94.06;0.99;0.00;0.00;0.00
10529;11/04/2023;04:13:01;55.07;94.08;1.06;0.00;0.00;0.00
10530;11/04/2023;04:13:03;54.75;94.10;1.40;0.05;0.00;0.00
10531;11/04/2023;04:13:05;54.04;94.15;1.37;0.10;0.00;0.00
10532;11/04/2023;04:13:07;53.15;94.23;1.48;0.27;0.00;0.00
10533;11/04/2023;04:13:09;52.21;94.36;1.30;0.10;0.00;0.00
10534;11/04/2023;04:13:11;51.34;94.36;1.13;0.05;0.00;0.00
10535;11/04/2023;04:13:13;50.65;94.23;1.29;0.00;0.04;0.01
10536;11/04/2023;04:13:15;49.94;94.13;1.30;0.26;0.38;0.15
10537;11/04/2023;04:13:17;51.87;94.09;1.35;0.00;0.43;0.01
10538;11/04/2023;04:13:19;50.49;94.06;1.37;0.00;0.45;0.00
10539;11/04/2023;04:13:21;48.45;94.04;1.26;0.00;0.24;0.00
10540;11/04/2023;04:13:23;46.95;94.03;1.22;0.05;0.14;0.00
10541;11/04/2023;04:13:25;45.99;94.02;1.32;0.05;0.10;0.00
10542;11/04/2023;04:13:27;45.69;94.01;1.47;0.05;0.12;0.00
10543;11/04/2023;04:13:29;46.41;94.01;1.35;0.02;0.21;0.00
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
10573;11/04/2023;04:14:30;54.06;95.00;1.04;0.10;0.88;0.00
10574;11/04/2023;04:14:32;53.75;95.00;1.05;0.10;0.52;0.00
10575;11/04/2023;04:14:34;53.45;95.00;1.09;0.10;0.06;0.00
10576;11/04/2023;04:14:36;53.28;95.00;1.02;0.00;0.01;0.00
10577;11/04/2023;04:14:38;53.44;94.99;1.29;0.10;0.01;0.00
10578;11/04/2023;04:14:40;54.20;94.99;0.92;0.00;0.01;0.00
10579;11/04/2023;04:14:42;54.25;94.98;0.92;0.10;0.07;0.00
10580;11/04/2023;04:14:44;53.87;94.97;0.99;0.00;0.51;0.00
10581;11/04/2023;04:14:46;53.26;94.96;1.03;0.00;0.80;0.00
10582;11/04/2023;04:14:48;52.52;94.94;1.06;0.00;0.84;0.00
10583;11/04/2023;04:14:50;51.72;94.90;1.01;0.10;0.62;0.00
10584;11/04/2023;04:14:52;50.90;94.84;0.97;0.10;0.31;0.00
10585;11/04/2023;04:14:54;49.61;94.76;1.15;0.00;0.22;0.00
10586;11/04/2023;04:14:56;47.08;94.63;1.10;0.18;0.29;0.02
10587;11/04/2023;04:14:58;46.17;94.39;1.26;0.10;0.34;0.04
10588;11/04/2023;04:15:00;46.27;94.28;1.13;0.34;0.25;0.01
10589;11/04/2023;04:15:02;46.63;94.20;1.29;0.13;0.24;0.00
10590;11/04/2023;04:15:04;47.11;94.17;1.36;0.10;0.31;0.00
10591;11/04/2023;04:15:06;47.46;94.17;1.30;0.10;0.34;0.00
10592;11/04/2023;04:15:08;47.75;94.20;1.18;0.10;0.17;0.00
10593;11/04/2023;04:15:10;47.97;94.27;1.42;0.10;0.14;0.00
10594;11/04/2023;04:15:12;48.15;94.40;1.22;0.34;0.26;0.00
10595;11/04/2023;04:15:14;48.31;94.60;1.32;0.10;0.56;0.00
10596;11/04/2023;04:15:16;48.46;94.73;1.34;0.10;0.75;0.00
10597;11/04/2023;04:15:18;48.60;94.80;1.26;0.10;0.78;0.00
10598;11/04/2023;04:15:20;48.74;94.83;1.34;0.00;0.76;0.00
10599;11/04/2023;04:15:22;48.89;94.83;1.25;0.10;0.77;0.00
10600;11/04/2023;04:15:24;49.08;94.80;1.32;0.00;0.78;0.00
10601;11/04/2023;04:15:26;49.33;94.73;1.35;0.00;0.70;0.00
10602;11/04/2023;04:15:28;49.69;94.60;1.36;0.00;0.42;0.01
10603;11/04/2023;04:15:30;50.26;94.39;1.21;0.10;0.18;0.00
10604;11/04/2023;04:15:32;51.17;94.26;1.44;0.00;0.14;0.00
10605;11/04/2023;04:15:34;52.29;94.18;1.27;0.10;0.09;0.00
10606;11/04/2023;04:15:36;53.57;94.14;1.31;0.00;0.02;0.00
10607;11/04/2023;04:15:38;54.99;94.12;1.61;0.10;0.00;0.00
10608;11/04/2023;04:15:40;56.59;94.14;1.38;0.10;0.00;0.00
10609;11/04/2023;04:15:42;58.45;94.17;1.12;0.10;0.01;0.00
10610;11/04/2023;04:15:44;60.73;94.25;1.27;0.10;0.07;0.00
10611;11/04/2023;04:15:46;63.54;94.17;1.28;0.10;0.27;0.00
10612;11/04/2023;04:15:48;62.97;94.12;1.41;0.18;0.48;0.00
10613;11/04/2023;04:15:50;60.62;94.10;1.28;0.00;0.51;0.00
10614;11/04/2023;04:15:52;57.33;94.10;1.36;0.10;0.46;0.00
10615;11/04/2023;04:15:54;53.69;94.12;1.44;0.10;0.38;0.00
10616;11/04/2023;04:15:56;50.14;94.16;1.29;0.10;0.32;0.01
10617;11/04/2023;04:15:58;47.17;94.26;1.37;0.00;0.23;0.02
10618;11/04/2023;04:16:00;45.69;94.16;1.17;0.18;0.24;0.02
10619;11/04/2023;04:16:02;45.09;94.13;1.28;0.26;0.44;0.00
10620;11/04/2023;04:16:04;45.02;94.11;1.34;0.10;0.43;0.00
10621;11/04/2023;04:16:06;45.48;94.12;1.33;0.10;0.32;0.00
10622;11/04/2023;04:16:08;46.54;94.15;1.19;0.00;0.32;0.00
10623;11/04/2023;04:16:10;48.50;94.20;1.16;0.26;0.27;0.00
10624;11/04/2023;04:16:13;50.16;94.30;1.13;0.10;0.35;0.02
10625;11/04/2023;04:16:15;49.60;94.47;1.21;0.18;0.22;0.01
10626;11/04/2023;04:16:17;49.32;94.53;1.36;0.10;0.12;0.01
10627;11/04/2023;04:16:19;49.12;94.48;1.30;0.26;0.04;0.00
10628;11/04/2023;04:16:21;48.96;94.53;1.04;0.00;0.01;0.00
