Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
10629;11/04/2023;04:16:23;48.83;94.69;1.36;0.10;0.01;0.00
10630;11/04/2023;04:16:25;48.73;94.79;1.43;0.10;0.07;0.00
10631;11/04/2023;04:16:27;48.67;94.85;1.29;0.10;0.27;0.00
10632;11/04/2023;04:16:29;48.65;94.88;1.21;0.18;0.29;0.00
10633;11/04/2023;04:16:31;48.70;94.88;1.32;0.10;0.29;0.00
10634;11/04/2023;04:16:33;48.89;94.87;1.38;0.18;0.21;0.00
10635;11/04/2023;04:16:35;49.29;94.82;1.43;0.18;0.03;0.00
10636;11/04/2023;04:16:37;50.07;94.74;1.58;0.00;0.01;0.00
10637;11/04/2023;04:16:39;51.49;94.60;1.19;0.18;0.01;0.00
10638;11/04/2023;04:16:41;52.30;94.39;1.35;0.10;0.09;0.00
10639;11/04/2023;04:16:43;52.76;94.25;1.30;0.00;0.56;0.01
10640;11/04/2023;04:16:45;53.01;94.17;1.27;0.18;0.72;0.00
10641;11/04/2023;04:16:47;53.13;94.12;1.28;0.18;0.62;0.00
10642;11/04/2023;04:16:49;53.17;94.10;1.40;0.00;0.54;0.00
10643;11/04/2023;04:16:51;53.14;94.09;1.27;0.00;0.56;0.00
10644;11/04/2023;04:16:53;53.04;94.10;1.32;0.10;0.38;0.00
10645;11/04/2023;04:16:55;52.85;94.14;1.20;0.00;0.17;0.00
10646;11/04/2023;04:16:57;52.52;94.20;1.32;0.10;0.08;0.00
10647;11/04/2023;04:16:59;51.95;94.30;1.46;0.10;0.11;0.00
10648;11/04/2023;04:17:01;50.99;94.46;1.53;0.10;0.36;0.01
10649;11/04/2023;04:17:03;49.30;94.51;1.38;0.10;0.44;0.02
10650;11/04/2023;04:17:05;47.54;94.47;1.45;0.10;0.26;0.03
10651;11/04/2023;04:17:07;46.50;94.28;1.58;0.18;0.21;0.03
10652;11/04/2023;04:17:09;45.90;94.19;1.63;0.41;0.21;0.01
10653;11/04/2023;04:17:11;45.47;94.13;1.41;0.26;0.16;0.00
10654;11/04/2023;04:17:13;45.15;94.10;1.55;0.00;0.12;0.00
10655;11/04/2023;04:17:15;44.90;94.08;1.67;0.26;0.08;0.00
10656;11/04/2023;04:17:17;44.69;94.08;1.70;0.26;0.05;0.00
10657;11/04/2023;04:17:19;44.52;94.10;1.49;0.26;0.07;0.00
10658;11/04/2023;04:17:21;44.36;94.14;1.42;0.00;0.09;0.00
10659;11/04/2023;04:17:23;44.22;94.20;1.42;0.10;0.12;0.00
10660;11/04/2023;04:17:25;44.10;94.30;1.53;0.10;0.23;0.00
10661;11/04/2023;04:17:27;44.01;94.47;1.64;0.10;0.45;0.00
10662;11/04/2023;04:17:29;43.96;94.73;1.59;0.10;0.75;0.00
10663;11/04/2023;04:17:31;43.98;94.93;1.60;0.00;0.82;0.00
10664;11/04/2023;04:17:33;44.09;95.12;1.65;0.10;0.74;0.02
10665;11/04/2023;04:17:35;44.35;95.38;1.66;0.10;0.63;0.05
10666;11/04/2023;04:17:37;44.96;95.47;1.64;0.00;0.40;0.07
10667;11/04/2023;04:17:39;46.43;95.45;1.50;0.26;0.32;0.07
10668;11/04/2023;04:17:41;48.18;95.25;1.49;0.00;0.44;0.04
10669;11/04/2023;04:17:43;49.83;95.16;1.63;0.10;0.49;0.01
10670;11/04/2023;04:17:45;51.15;95.10;1.52;0.00;0.34;0.00
10671;11/04/2023;04:17:47;51.82;95.05;1.64;0.00;0.16;0.00
10672;11/04/2023;04:17:49;51.26;95.02;1.40;0.18;0.10;0.00
10673;11/04/2023;04:17:51;50.25;94.99;1.60;0.10;0.19;0.00
10674;11/04/2023;04:17:53;49.44;94.96;1.60;0.00;0.14;0.00
10675;11/04/2023;04:17:55;49.54;94.92;1.55;0.10;0.00;0.00
10676;11/04/2023;04:17:57;51.52;94.87;1.77;0.00;0.00;0.00
10677;11/04/2023;04:17:59;51.82;94.79;1.52;0.14;0.00;0.00
10678;11/04/2023;04:18:01;51.46;94.86;0.85;0.00;0.00;0.00
10679;11/04/2023;04:18:03;51.25;94.91;0.90;0.22;0.00;0.00
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
10694;11/04/2023;04:18:33;56.24;94.62;0.99;0.00;0.15;0.00
10695;11/04/2023;04:18:35;55.43;94.41;1.17;0.14;0.13;0.00
10696;11/04/2023;04:18:38;54.55;94.29;1.21;0.00;0.12;0.00
10697;11/04/2023;04:18:40;53.86;94.22;0.93;0.05;0.14;0.00
10698;11/04/2023;04:18:42;53.61;94.19;0.85;0.10;0.18;0.02
10699;11/04/2023;04:18:44;53.04;94.16;1.09;0.00;0.40;0.22
10700;11/04/2023;04:18:46;60.87;94.70;1.00;0.00;0.73;0.59
10701;11/04/2023;04:18:48;61.07;94.05;1.04;0.18;0.88;0.70
10702;11/04/2023;04:18:50;58.58;94.09;1.07;0.10;0.84;0.14
10703;11/04/2023;04:18:52;57.85;94.07;1.03;0.10;0.71;0.00
10704;11/04/2023;04:18:54;57.25;94.05;1.19;0.10;0.66;0.00
10705;11/04/2023;04:18:56;56.48;94.04;1.12;0.00;0.71;0.00
10706;11/04/2023;04:18:58;55.60;94.03;1.02;0.05;0.66;0.00
10707;11/04/2023;04:19:00;54.64;94.03;1.07;0.05;0.57;0.00
10708;11/04/2023;04:19:02;53.61;94.03;1.20;0.10;0.58;0.00
10709;11/04/2023;04:19:04;52.51;94.05;1.16;0.10;0.60;0.00
10710;11/04/2023;04:19:06;51.29;94.07;1.31;0.05;0.57;0.00
10711;11/04/2023;04:19:08;50.20;94.11;1.30;0.05;0.75;0.00
10712;11/04/2023;04:19:10;49.47;94.16;1.29;0.14;0.79;0.01
10713;11/04/2023;04:19:12;49.22;94.24;1.18;0.10;0.59;0.05
10714;11/04/2023;04:19:14;50.77;94.38;1.22;0.05;0.42;0.02
10715;11/04/2023;04:19:16;55.02;94.61;1.43;0.05;0.37;0.02
10716;11/04/2023;04:19:18;55.78;94.75;1.25;0.10;0.39;0.01
10717;11/04/2023;04:19:20;54.88;94.84;1.44;0.05;0.44;0.00
10718;11/04/2023;04:19:22;53.22;94.89;1.23;0.10;0.51;0.00
10719;11/04/2023;04:19:24;51.26;94.93;1.27;0.14;0.55;0.00
10720;11/04/2023;04:19:26;49.49;94.94;1.38;0.05;0.57;0.00
10721;11/04/2023;04:19:28;48.41;94.95;1.46;0.05;0.54;0.00
10722;11/04/2023;04:19:30;48.77;94.95;1.25;0.10;0.49;0.00
10723;11/04/2023;04:19:32;50.06;94.94;1.39;0.10;0.52;0.00
10724;11/04/2023;04:19:34;52.06;94.92;1.49;0.00;0.58;0.00
10725;11/04/2023;04:19:36;54.76;94.88;1.39;0.14;0.43;0.01
10726;11/04/2023;04:19:38;58.11;94.83;1.52;0.10;0.26;0.07
10727;11/04/2023;04:19:40;62.44;94.76;1.22;0.05;0.27;0.14
10728;11/04/2023;04:19:42;87.66;94.36;1.38;0.20;0.51;0.35
10729;11/04/2023;04:19:44;72.68;94.31;1.31;0.05;0.83;0.39
10730;11/04/2023;04:19:46;59.05;94.52;1.34;0.10;0.88;0.09
10731;11/04/2023;04:19:48;58.43;94.75;1.38;0.10;0.82;0.01
10732;11/04/2023;04:19:50;57.61;94.87;1.29;0.10;0.59;0.02
10733;11/04/2023;04:19:52;57.22;94.98;1.21;0.10;0.43;0.01
10734;11/04/2023;04:19:54;56.57;94.86;1.33;0.00;0.18;0.02
10735;11/04/2023;04:19:56;55.78;94.72;1.52;0.10;0.01;0.00
10736;11/04/2023;04:19:58;55.02;94.52;1.52;0.10;0.00;0.00
10737;11/04/2023;04:20:00;54.37;94.43;1.21;0.05;0.00;0.00
10738;11/04/2023;04:20:02;53.95;94.42;0.71;0.05;0.00;0.00
10739;11/04/2023;04:20:04;55.71;94.49;0.72;0.00;0.01;0.00
10740;11/04/2023;04:20:06;57.59;94.69;0.86;0.00;0.13;0.06
10741;11/04/2023;04:20:08;54.64;94.80;0.60;0.14;0.25;0.10
10742;11/04/2023;04:20:10;52.12;94.84;0.68;0.05;0.35;0.00
10743;11/04/2023;04:20:12;50.01;94.87;0.72;0.05;0.46;0.00
10744;11/04/2023;04:20:14;48.72;94.88;0.88;0.05;0.42;0.00
10745;11/04/2023;04:20:16;47.97;94.86;0.80;0.00;0.20;0.00
10746;11/04/2023;04:20:18;47.60;94.82;1.02;0.00;0.17;0.00
10747;11/04/2023;04:20:20;47.58;94.74;0.76;0.05;0.24;0.00
10748;11/04/2023;04:20:22;47.90;94.62;0.71;0.00;0.38;0.03
10749;11/04/2023;04:20:24;48.94;94.32;0.71;0.00;0.62;0.19
10750;11/04/2023;04:20:26;50.54;94.21;0.80;0.14;0.68;0.18
10751;11/04/2023;04:20:28;50.65;94.17;0.89;0.05;0.74;0.00
10752;11/04/2023;04:20:30;50.78;94.13;0.84;0.05;0.68;0.00
10753;11/04/2023;04:20:32;50.75;94.10;0.72;0.00;0.41;0.00
10754;11/04/2023;04:20:34;50.69;94.10;0.86;0.05;0.18;0.00
10755;11/04/2023;04:20:36;50.72;94.12;1.07;0.14;0.08;0.01
10756;11/04/2023;04:20:38;50.95;94.15;1.01;0.00;0.08;0.03
10757;11/04/2023;04:20:40;51.65;94.26;0.74;0.00;0.14;0.04
10758;11/04/2023;04:20:42;53.95;94.13;0.72;0.00;0.36;0.08
10759;11/04/2023;04:20:44;53.84;94.09;0.72;0.10;0.64;0.05
10760;11/04/2023;04:20:46;51.93;94.06;0.86;0.10;0.67;0.00
10761;11/04/2023;04:20:48;50.02;94.04;0.83;0.05;0.53;0.00
10762;11/04/2023;04:20:50;49.04;94.02;0.65;0.05;0.34;0.00
10763;11/04/2023;04:20:52;48.58;94.02;0.71;0.10;0.19;0.00
10764;11/04/2023;04:20:54;48.37;94.01;0.99;0.00;0.22;0.00
10765;11/04/2023;04:20:56;48.26;94.01;0.80;0.05;0.30;0.00
10766;11/04/2023;04:20:58;48.19;94.00;0.72;0.00;0.21;0.00
10767;11/04/2023;04:21:01;48.15;94.00;0.93;0.10;0.13;0.00
10768;11/04/2023;04:21:03;48.12;94.00;1.05;0.05;0.17;0.00
10769;11/04/2023;04:21:05;48.11;94.00;1.17;0.00;0.22;0.00
10770;11/04/2023;04:21:07;48.10;94.00;1.02;0.05;0.26;0.00
10771;11/04/2023;04:21:09;48.10;94.00;0.91;0.00;0.37;0.00
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
10784;11/04/2023;04:21:35;51.95;94.75;0.99;0.05;0.58;0.00
10785;11/04/2023;04:21:37;51.64;94.61;1.08;0.00;0.73;0.00
10786;11/04/2023;04:21:39;51.12;94.39;1.17;0.05;0.86;0.00
10787;11/04/2023;04:21:41;50.51;94.25;1.07;0.00;0.88;0.01
10788;11/04/2023;04:21:43;49.93;94.16;1.08;0.05;0.85;0.02
10789;11/04/2023;04:21:45;49.53;94.10;1.10;0.00;0.61;0.02
10790;11/04/2023;04:21:47;49.54;94.07;1.22;0.10;0.28;0.00
10791;11/04/2023;04:21:49;49.73;94.05;1.15;0.05;0.16;0.00
10792;11/04/2023;04:21:51;50.02;94.04;0.98;0.00;0.16;0.00
10793;11/04/2023;04:21:53;50.35;94.03;1.00;0.10;0.37;0.00
10794;11/04/2023;04:21:55;50.68;94.04;1.06;0.05;0.39;0.00
10795;11/04/2023;04:21:57;50.94;94.05;1.09;0.10;0.07;0.00
10796;11/04/2023;04:21:59;51.08;94.07;1.27;0.00;0.02;0.00
10797;11/04/2023;04:22:01;51.19;94.11;0.96;0.10;0.03;0.00
10798;11/04/2023;04:22:03;51.40;94.16;1.05;0.05;0.28;0.02
10799;11/04/2023;04:22:05;51.72;94.23;0.98;0.10;0.78;0.10
10800;11/04/2023;04:22:07;52.53;94.35;1.06;0.00;0.58;0.10
10801;11/04/2023;04:22:09;54.71;94.61;1.07;0.10;0.15;0.02
10802;11/04/2023;04:22:11;54.46;94.75;0.84;0.05;0.06;0.00
10803;11/04/2023;04:22:13;53.31;94.84;1.03;0.05;0.07;0.00
10804;11/04/2023;04:22:15;51.73;94.89;1.06;0.10;0.05;0.00
10805;11/04/2023;04:22:17;50.19;94.92;1.23;0.00;0.02;0.00
10806;11/04/2023;04:22:19;49.15;94.94;0.99;0.00;0.01;0.00
10807;11/04/2023;04:22:21;49.23;94.95;0.85;0.05;0.01;0.00
10808;11/04/2023;04:22:23;51.40;94.94;1.18;0.10;0.02;0.00
10809;11/04/2023;04:22:25;54.31;94.93;1.02;0.14;0.08;0.03
10810;11/04/2023;04:22:27;56.80;94.91;0.93;0.10;0.23;0.09
10811;11/04/2023;04:22:29;58.69;94.86;1.12;0.00;0.28;0.10
10812;11/04/2023;04:22:31;59.67;94.79;0.97;0.10;0.33;0.09
10813;11/04/2023;04:22:33;59.87;94.62;1.13;0.00;0.31;0.04
10814;11/04/2023;04:22:35;59.30;94.63;1.01;0.05;0.34;0.01
10815;11/04/2023;04:22:37;57.49;94.77;0.91;0.05;0.38;0.01
10816;11/04/2023;04:22:39;56.11;94.86;1.06;0.00;0.56;0.03
10817;11/04/2023;04:22:41;54.95;94.91;0.98;0.05;0.73;0.06
10818;11/04/2023;04:22:43;53.92;94.94;1.08;0.00;0.67;0.08
10819;11/04/2023;04:22:45;53.03;94.96;1.00;0.10;0.41;0.06
10820;11/04/2023;04:22:47;52.30;94.98;1.09;0.14;0.19;0.05
10821;11/04/2023;04:22:49;51.84;94.98;0.86;0.10;0.09;0.02
10822;11/04/2023;04:22:51;51.75;94.99;0.92;0.00;0.14;0.02
10823;11/04/2023;04:22:53;52.37;94.99;0.99;0.05;0.14;0.01
10824;11/04/2023;04:22:55;52.81;95.00;1.04;0.07;0.07;0.00
10825;11/04/2023;04:22:57;52.27;95.00;1.24;0.10;0.05;0.00
10826;11/04/2023;04:22:59;51.23;95.00;0.97;0.02;0.04;0.00
10827;11/04/2023;04:23:01;50.03;95.00;1.23;0.00;0.02;0.00
10828;11/04/2023;04:23:03;48.96;95.00;1.26;0.07;0.01;0.00
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
10862;11/04/2023;04:24:12;58.07;95.00;1.01;0.00;0.88;0.00
10863;11/04/2023;04:24:14;56.90;95.00;1.17;0.05;0.83;0.00
10864;11/04/2023;04:24:16;55.46;95.00;1.18;0.05;0.80;0.00
10865;11/04/2023;04:24:18;53.90;95.00;1.31;0.05;0.78;0.00
10866;11/04/2023;04:24:20;52.32;95.00;1.04;0.07;0.66;0.00
10867;11/04/2023;04:24:22;50.83;95.00;0.95;0.05;0.16;0.00
10868;11/04/2023;04:24:24;49.56;95.00;1.00;0.05;0.05;0.00
10869;11/04/2023;04:24:26;48.69;95.00;2.82;0.18;0.02;0.00
10870;11/04/2023;04:24:28;48.38;95.01;1.20;0.05;0.01;0.00
10871;11/04/2023;04:24:30;48.92;95.01;3.33;0.00;0.01;0.00
10872;11/04/2023;04:24:32;49.72;95.01;1.10;0.05;0.02;0.00
10873;11/04/2023;04:24:34;50.26;95.02;1.07;0.05;0.10;0.00
10874;11/04/2023;04:24:36;49.94;95.03;1.26;0.05;0.46;0.00
10875;11/04/2023;04:24:38;49.21;95.05;1.91;0.14;0.51;0.01
10876;11/04/2023;04:24:40;48.42;95.07;1.11;0.10;0.52;0.01
10877;11/04/2023;04:24:42;47.88;95.11;1.16;0.00;0.63;0.01
10878;11/04/2023;04:24:44;48.02;95.18;1.05;0.00;0.65;0.00
10879;11/04/2023;04:24:46;48.28;95.08;1.64;0.05;0.55;0.00
10880;11/04/2023;04:24:48;48.68;94.99;1.00;0.14;0.49;0.00
10881;11/04/2023;04:24:50;49.23;94.90;1.75;0.10;0.27;0.00
10882;11/04/2023;04:24:52;50.04;94.80;1.04;0.00;0.09;0.00
10883;11/04/2023;04:24:54;51.33;94.65;2.70;0.05;0.06;0.00
10884;11/04/2023;04:24:56;53.31;94.43;1.19;0.05;0.10;0.00
10885;11/04/2023;04:24:58;52.55;94.30;1.14;0.10;0.32;0.02
10886;11/04/2023;04:25:00;52.63;94.23;0.99;0.00;0.65;0.02
10887;11/04/2023;04:25:02;53.07;94.21;1.30;0.10;0.72;0.00
10888;11/04/2023;04:25:04;53.62;94.24;1.37;0.00;0.82;0.00
10889;11/04/2023;04:25:06;54.11;94.30;1.38;0.05;0.73;0.00
10890;11/04/2023;04:25:08;54.34;94.43;1.22;0.00;0.57;0.01
10891;11/04/2023;04:25:10;54.03;94.66;2.00;0.05;0.45;0.01
10892;11/04/2023;04:25:12;52.58;94.80;1.25;0.10;0.40;0.02
10893;11/04/2023;04:25:14;51.92;94.90;2.04;0.00;0.15;0.01
10894;11/04/2023;04:25:16;52.21;94.99;1.58;0.05;0.02;0.00
10895;11/04/2023;04:25:18;54.04;95.08;3.60;0.10;0.01;0.00
10896;11/04/2023;04:25:20;55.49;95.18;1.37;0.05;0.01;0.01
10897;11/04/2023;04:25:22;54.29;95.10;1.15;0.05;0.10;0.09
10898;11/04/2023;04:25:24;50.04;95.05;1.82;0.44;0.35;0.32
10899;11/04/2023;04:25:26;52.78;95.03;1.20;0.00;0.43;0.30
10900;11/04/2023;04:25:28;55.26;95.03;1.53;0.05;0.30;0.09
10901;11/04/2023;04:25:30;53.65;95.02;1.32;0.10;0.08;0.00
10902;11/04/2023;04:25:32;52.42;95.01;3.02;0.10;0.05;0.00
10903;11/04/2023;04:25:34;52.42;95.01;1.55;0.05;0.09;0.00
10904;11/04/2023;04:25:36;53.28;95.01;1.31;0.10;0.34;0.01
10905;11/04/2023;04:25:38;55.10;95.00;1.77;0.18;0.67;0.03
10906;11/04/2023;04:25:40;56.54;95.00;1.39;0.05;0.66;0.03
10907;11/04/2023;04:25:42;55.72;95.00;1.30;0.10;0.72;0.01
10908;11/04/2023;04:25:44;54.96;95.00;1.21;0.05;0.58;0.00
10909;11/04/2023;04:25:47;54.16;95.00;1.58;0.05;0.44;0.00
10910;11/04/2023;04:25:49;53.44;95.00;2.22;0.00;0.37;0.00
10911;11/04/2023;04:25:51;52.92;95.00;1.25;0.00;0.37;0.00
10912;11/04/2023;04:25:53;52.82;95.00;2.00;0.00;0.39;0.00
10913;11/04/2023;04:25:55;53.46;95.00;1.42;0.10;0.46;0.00
10914;11/04/2023;04:25:57;55.35;95.00;1.81;0.05;0.59;0.00
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
10926;11/04/2023;04:26:21;47.17;95.00;1.14;0.05;0.00;0.00
10927;11/04/2023;04:26:23;50.98;95.00;1.79;0.05;0.00;0.00
10928;11/04/2023;04:26:25;52.72;95.01;1.16;0.00;0.00;0.00
10929;11/04/2023;04:26:27;53.09;95.01;2.80;0.00;0.00;0.00
10930;11/04/2023;04:26:29;52.36;95.02;1.26;0.02;0.00;0.00
10931;11/04/2023;04:26:31;51.63;95.03;1.26;0.22;0.00;0.00
10932;11/04/2023;04:26:33;51.99;95.04;1.43;0.00;0.00;0.00
10933;11/04/2023;04:26:35;52.92;95.06;1.62;0.05;0.00;0.00
10934;11/04/2023;04:26:37;54.05;95.09;1.53;0.05;0.00;0.00
10935;11/04/2023;04:26:39;55.09;95.15;2.92;0.14;0.00;0.00
10936;11/04/2023;04:26:41;55.72;95.23;2.98;0.05;0.00;0.00
10937;11/04/2023;04:26:43;60.52;95.36;1.31;0.05;0.00;0.00
10938;11/04/2023;04:26:45;64.05;95.36;1.14;0.05;0.00;0.00
10939;11/04/2023;04:26:47;65.88;95.23;1.43;0.00;0.00;0.00
10940;11/04/2023;04:26:49;66.84;95.14;1.41;0.10;0.20;0.04
10941;11/04/2023;04:26:51;66.82;95.09;1.16;0.22;0.50;0.06
10942;11/04/2023;04:26:53;65.67;95.06;1.39;0.05;0.34;0.03
10943;11/04/2023;04:26:55;63.34;95.04;1.28;0.05;0.28;0.01
10944;11/04/2023;04:26:57;59.36;95.03;1.60;0.10;0.05;0.00
10945;11/04/2023;04:26:59;55.36;95.02;1.34;0.14;0.01;0.00
10946;11/04/2023;04:27:01;52.88;95.02;1.96;0.14;0.00;0.00
10947;11/04/2023;04:27:03;51.65;95.02;1.32;0.00;0.00;0.00
10948;11/04/2023;04:27:05;51.74;95.02;2.86;0.00;0.00;0.00
10949;11/04/2023;04:27:07;53.08;95.03;1.57;0.10;0.00;0.00
10950;11/04/2023;04:27:09;55.95;95.04;1.97;0.00;0.00;0.00
10951;11/04/2023;04:27:11;56.93;95.06;1.38;0.00;0.01;0.00
10952;11/04/2023;04:27:13;56.81;95.09;1.53;0.10;0.06;0.00
10953;11/04/2023;04:27:15;56.05;95.14;1.54;0.05;0.62;0.00
10954;11/04/2023;04:27:17;54.93;95.22;1.71;0.05;0.72;0.00
10955;11/04/2023;04:27:19;53.60;95.14;1.50;0.18;0.76;0.01
10956;11/04/2023;04:27:21;52.18;95.09;1.60;0.00;0.85;0.01
10957;11/04/2023;04:27:23;50.75;95.06;1.61;0.00;0.88;0.01
10958;11/04/2023;04:27:25;49.36;95.04;1.68;0.00;0.83;0.01
10959;11/04/2023;04:27:27;48.12;95.02;1.63;0.18;0.41;0.01
10960;11/04/2023;04:27:29;47.16;95.02;1.44;0.22;0.19;0.00
10961;11/04/2023;04:27:31;46.69;95.01;1.68;0.05;0.09;0.00
10962;11/04/2023;04:27:33;47.06;95.01;1.64;0.00;0.07;0.00
10963;11/04/2023;04:27:35;48.89;95.00;2.86;0.14;0.31;0.00
Index;Date;Time;Cardio(BPM);Saturation(%SpO2);Audio(%max);Movement;Silence;Evenement
10973;11/04/2023;04:27:55;49.25;95.75;4.62;0.14;0.00;0.00
10974;11/04/2023;04:27:57;51.78;95.61;1.78;0.00;0.00;0.00
10975;11/04/2023;04:27:59;52.55;95.39;1.83;0.00;0.00;0.00
10976;11/04/2023;04:28:01;52.83;95.25;1.11;0.18;0.00;0.00
10977;11/04/2023;04:28:03;53.71;95.16;2.83;0.05;0.00;0.00
10978;11/04/2023;04:28:05;53.87;95.10;0.88;0.10;0.00;0.00
10979;11/04/2023;04:28:07;55.19;95.07;2.77;0.10;0.00;0.00
10980;11/04/2023;04:28:09;55.02;95.04;1.01;0.05;0.00;0.00
10981;11/04/2023;04:28:12;56.83;95.03;0.92;0.05;0.00;0.00
10982;11/04/2023;04:28:14;56.13;95.02;1.28;0.05;0.00;0.00
10983;11/04/2023;04:28:16;54.96;95.01;1.07;0.05;0.17;0.00
10984;11/04/2023;04:28:18;55.26;95.01;1.12;0.00;0.34;0.01
10985;11/04/2023;04:28:20;55.52;95.01;1.00;0.00;0.20;0.02
10986;11/04/2023;04:28:22;53.79;95.00;0.89;0.14;0.01;0.00
10987;11/04/2023;04:28:24;54.98;95.00;0.88;0.05;0.01;0.00
10988;11/04/2023;04:28:26;54.92;95.00;1.23;0.00;0.01;0.00
10989;11/04/2023;04:28:28;54.47;95.00;1.27;0.26;0.02;0.00
10990;11/04/2023;04:28:30;54.33;95.01;1.30;0.00;0.00;0.00
10991;11/04/2023;04:28:32;55.27;95.01;1.02;0.00;0.00;0.00
10992;11/04/2023;04:28:34;58.43;95.01;2.25;0.00;0.00;0.00
10993;11/04/2023;04:28:36;59.88;95.02;1.07;0.10;0.00;0.00
10994;11/04/2023;04:28:38;60.13;95.04;1.16;0.05;0.00;0.00
10995;11/04/2023;04:28:40;58.87;95.06;1.12;0.10;0.00;0.00
10996;11/04/2023;04:28:42;59.42;95.09;2.74;0.05;0.00;0.00
10997;11/04/2023;04:28:44;59.08;95.14;1.04;0.05;0.00;0.00
10998;11/04/2023;04:28:46;57.87;95.21;2.20;0.10;0.00;0.00
10999;11/04/2023;04:28:48;55.56;95.13;1.35;0.05;0.00;0.00
11000;11/04/2023;04:28:50;56.84;94.87;1.04;0.00;0.00;0.00
11001;11/04/2023;04:28:52;54.01;94.59;0.92;0.00;0.00;0.00
11002;11/04/2023;04:28:54;54.44;94.41;1.13;1.00;0.03;0.02
11003;11/04/2023;04:28:56;57.44;94.27;1.01;1.00;0.42;0.23
11004;11/04/2023;04:28:58;56.60;94.31;0.95;0.44;0.34;0.05
11005;11/04/2023;04:29:00;56.03;94.37;1.12;0.34;0.25;0.03
11006;11/04/2023;04:29:02;55.11;94.51;1.23;0.50;0.32;0.02
11007;11/04/2023;04:29:04;54.00;94.76;1.05;0.18;0.29;0.01
11008;11/04/2023;04:29:06;52.81;94.94;1.28;0.14;0.29;0.01
11009;11/04/2023;04:29:08;51.63;95.11;1.27;0.05;0.58;0.01
11010;11/04/2023;04:29:10;50.51;95.31;1.30;0.00;0.86;0.01
11011;11/04/2023;04:29:12;49.54;95.57;1.22;0.05;0.78;0.00
11012;11/04/2023;04:29:14;48.82;95.75;1.15;0.05;0.47;0.00
11013;11/04/2023;04:29:16;48.53;95.87;1.28;0.05;0.08;0.00
11014;11/04/2023;04:29:18;48.98;95.97;1.46;0.00;0.01;0.00
11015;11/04/2023;04:29:20;50.75;96.06;1.14;0.00;0.01;0.01
11016;11/04/2023;04:29:22;54.22;96.19;0.99;0.34;0.04;0.03
11017;11/04/2023;04:29:24;54.79;96.09;1.10;0.00;0.09;0.06
11018;11/04/2023;04:29:26;54.12;96.05;1.18;0.10;0.07;0.01
11019;11/04/2023;04:29:28;53.76;96.02;1.39;0.05;0.02;0.00
11020;11/04/2023;04:29:30;53.40;95.99;1.00;0.00;0.03;0.00
11021;11/04/2023;04:29:32;52.94;95.96;1.25;0.00;0.12;0.00
11022;11/04/2023;04:29:34;53.88;95.91;1.27;0.10;0.51;0.01
11023;11/04/2023;04:29:36;54.03;95.86;1.25;0.05;0.37;0.02
11024;11/04/2023;04:29:38;53.56;95.77;1.32;0.10;0.10;0.02
11025;11/04/2023;04:29:40;52.60;95.64;1.00;0.34;0.05;0.02
11026;11/04/2023;04:29:42;49.69;95.41;1.25;0.10;0.06;0.04
11027;11/04/2023;04:29:44;47.24;95.28;1.09;0.00;0.20;0.05
11028;11/04/2023;04:29:46;46.66;95.23;1.28;0.00;0.28;0.01
11029;11/04/2023;04:29:48;46.66;95.21;1.31;0.00;0.27;0.00
11030;11/04/2023;04:29:50;47.28;95.23;1.42;0.10;0.34;0.00
11031;11/04/2023;04:29:52;48.50;95.29;1.17;0.05;0.22;0.00
11032;11/04/2023;04:29:54;50.53;95.42;1.35;0.00;0.15;0.00
11033;11/04/2023;04:29:56;53.79;95.63;1.40;0.05;0.01;0.00
11034;11/04/2023;04:29:58;55.89;95.76;1.60;0.00;0.00;0.00
11035;11/04/2023;04:30:00;59.40;95.85;1.38;0.00;0.00;0.00
11036;11/04/2023;04:30:02;61.34;95.90;1.00;0.14;0.00;0.00
11037;11/04/2023;04:30:04;60.95;95.94;0.74;0.14;0.00;0.00
11038;11/04/2023;04:30:06;59.68;95.96;1.01;0.10;0.02;0.00
11039;11/04/2023;04:30:08;58.68;95.97;1.05;0.00;0.31;0.01
11040;11/04/2023;04:30:10;59.45;95.98;0.86;0.00;0.47;0.01
11041;11/04/2023;04:30:12;59.07;95.99;0.92;0.00;0.37;0.00
11042;11/04/2023;04:30:14;57.42;95.99;1.07;0.00;0.11;0.00
11043;11/04/2023;04:30:16;56.87;96.00;0.80;0.05;0.03;0.00
11044;11/04/2023;04:30:18;56.20;96.00;1.17;0.00;0.01;0.00
11045;11/04/2023;04:30:20;55.38;96.00;0.91;0.00;0.01;0.00
11046;11/04/2023;04:30:22;54.33;96.00;0.74;0.14;0.02;0.00
11047;11/04/2023;04:30:24;53.35;96.00;1.11;0.05;0.04;0.00
11048;11/04/2023;04:30:26;52.73;96.00;0.93;0.10;0.26;0.00
11049;11/04/2023;04:30:28;52.83;96.00;0.91;0.10;0.47;0.01
